Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Register,Chrome 108.0.0.0,,,2023-01-07 20:17:42,2023-01-07 20:20:20,2m - 37.552s,PASSED
,,,,,,,
Test Cases/Register/TC-A1-001,Chrome 108.0.0.0,Register akun dengan menginputkan email yang bukan formatnya,,2023-01-07 20:17:43,2023-01-07 20:17:57,14.658s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2023-01-07 20:17:43,2023-01-07 20:17:47,3.727s,PASSED
"navigateToUrl(""https://bioskoponline.com/"")",Chrome 108.0.0.0,,,2023-01-07 20:17:47,2023-01-07 20:17:49,2.385s,PASSED
"click(findTestObject(""TC-A1-001/Page_Bioskop Online/span_Daftar""))",Chrome 108.0.0.0,,,2023-01-07 20:17:49,2023-01-07 20:17:54,5.012s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__name""), ""Afsyus Salaam"")",Chrome 108.0.0.0,,,2023-01-07 20:17:54,2023-01-07 20:17:56,1.251s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__email""), ""afsyussalaam@"")",Chrome 108.0.0.0,,,2023-01-07 20:17:56,2023-01-07 20:17:57,1.344s,PASSED
"waitForElementPresent(findTestObject(""TC-A1-001/Page_Bioskop Online/div_Email harus mengandung""), 0)",Chrome 108.0.0.0,,,2023-01-07 20:17:57,2023-01-07 20:17:57,0.421s,PASSED
,,,,,,,
Test Cases/Register/TC-A1-002,Chrome 108.0.0.0,Register akun dengan menginputkan email yang sudah Terdaftar,,2023-01-07 20:17:57,2023-01-07 20:18:12,14.511s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2023-01-07 20:17:58,2023-01-07 20:18:00,2.092s,PASSED
"navigateToUrl(""https://bioskoponline.com/"")",Chrome 108.0.0.0,,,2023-01-07 20:18:00,2023-01-07 20:18:01,1.066s,PASSED
"click(findTestObject(""TC-A1-001/Page_Bioskop Online/span_Daftar""))",Chrome 108.0.0.0,,,2023-01-07 20:18:01,2023-01-07 20:18:06,5.351s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__name""), ""Afsyus Salaam"")",Chrome 108.0.0.0,,,2023-01-07 20:18:06,2023-01-07 20:18:08,1.308s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__email""), ""afsyussalaam@gmail.com"")",Chrome 108.0.0.0,,,2023-01-07 20:18:08,2023-01-07 20:18:09,1.373s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__phone""), ""085171607857"")",Chrome 108.0.0.0,,,2023-01-07 20:18:09,2023-01-07 20:18:10,1.054s,PASSED
"setEncryptedText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__w-1112 border-b bg-transparent focus_7b9b6f""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 108.0.0.0,,,2023-01-07 20:18:10,2023-01-07 20:18:11,0.679s,PASSED
"click(findTestObject(""TC-A1-001/Page_Bioskop Online/span_Lanjutkan""))",Chrome 108.0.0.0,,,2023-01-07 20:18:11,2023-01-07 20:18:11,0.572s,PASSED
"waitForElementPresent(findTestObject(""TC-A1-001/Page_Bioskop Online/div_Email yang kamu masukkan sudah terdaftar""), 0)",Chrome 108.0.0.0,,,2023-01-07 20:18:11,2023-01-07 20:18:12,0.594s,PASSED
,,,,,,,
Test Cases/Register/TC-A1-003,Chrome 108.0.0.0,Register akun dengan menginputkan temporary Email,,2023-01-07 20:18:12,2023-01-07 20:18:27,15.066s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2023-01-07 20:18:12,2023-01-07 20:18:14,2.103s,PASSED
"navigateToUrl(""https://bioskoponline.com/"")",Chrome 108.0.0.0,,,2023-01-07 20:18:14,2023-01-07 20:18:16,1.305s,PASSED
"click(findTestObject(""TC-A1-001/Page_Bioskop Online/span_Daftar""))",Chrome 108.0.0.0,,,2023-01-07 20:18:16,2023-01-07 20:18:22,5.756s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__name""), ""Afsyus Salaam"")",Chrome 108.0.0.0,,,2023-01-07 20:18:22,2023-01-07 20:18:23,1.287s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__email""), ""afsyussalaam@yopmail.com"")",Chrome 108.0.0.0,,,2023-01-07 20:18:23,2023-01-07 20:18:24,1.333s,PASSED
"setText(findTestObject(""TC-A1-001/Page_Bioskop Online/input__phone""), ""081310490881"")",Chrome 108.0.0.0,,,2023-01-07 20:18:24,2023-01-07 20:18:25,0.957s,PASSED
